,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_CITY_NOT_LIVE_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_7,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,ANNUITY_INCOME_PERC,PAYMENT_RATE
100218,216344,0,1,1,0,0.006233,-15278,-2658.0,-3734,1,1,1,0,0,8,0,0,0.20582234161501,0.5954562029091491,0.0,0.0,-2482.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.1022333333333333,0.0638958333333333
300762,448448,0,1,1,1,0.010032,-13158,-1150.0,-4370,1,0,1,0,0,7,0,0,0.3177637850507548,0.4382813743111921,0.0,0.0,-911.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1193111111111111,0.0465913429830955
279875,424283,0,1,0,1,0.016612,-14706,-5208.0,-4038,1,1,1,1,0,16,0,0,0.4231338484703392,0.6479768603302221,0.0,0.0,-587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0786,0.037686996547756
219293,354042,0,1,0,1,0.00963,-23794,-5516.0,-4074,1,0,1,1,0,16,0,0,0.4413886491302077,0.7449321846094795,0.0,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09044,0.0375350698075933
303775,451963,0,0,0,1,0.00496,-13449,-7234.0,-3917,1,0,1,0,0,13,0,1,0.6254119502859781,0.6212263380626669,0.0,0.0,-640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2534666666666667,0.0424774410749332
148946,272692,0,1,0,0,0.020246,-15842,-1244.0,-2878,1,0,1,0,0,6,0,0,0.4000534265468021,0.5406544504453575,0.0,0.0,-424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1899,0.0360533110571081
16463,119200,0,1,0,0,0.028663,-8706,-7773.0,-1390,1,1,1,1,0,13,0,0,0.1183033984364648,0.4223696523543468,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0803571428571428,0.05
278939,423177,0,0,1,0,0.002042,-14111,-913.0,-4263,1,0,1,0,0,11,0,0,0.0121992298674842,0.1276987943727713,0.0,0.0,-1186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.064,0.0549063253570766
173796,301414,0,0,1,0,0.00733,-18672,-402.0,-2217,1,0,1,1,1,16,0,0,0.7916018229501802,0.5867400085415683,0.0,0.0,-1744.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.22614,0.0511888377820433
10727,112493,0,0,0,0,0.020246,-14691,-8110.0,-5519,1,1,1,1,0,6,0,0,0.411605898512169,0.5108529061800121,0.0,0.0,-1835.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1872619047619047,0.0678953729281768
182065,311030,0,1,0,0,0.026392,-20596,-9556.0,-4118,1,0,1,0,0,16,0,0,0.7471314402679502,0.7662336700704004,0.0,0.0,-2443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.05
278520,422697,0,1,0,0,0.035792,-17778,-6251.0,-1332,1,0,1,0,0,11,0,0,0.6747793406936806,0.5108529061800121,1.0,0.0,-1748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.09236,0.0676570557899671
282470,427206,0,1,1,0,0.035792,-16268,-5350.0,-4507,1,1,1,0,0,14,0,0,0.2118960114501446,0.8193176922872417,0.0,0.0,-828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.2053692307692307,0.053396
296226,443197,0,0,0,0,0.009549,-11805,-5254.0,-3884,1,0,1,0,0,17,0,1,0.1346005148202717,0.2851799046358216,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1474666666666666,0.0923205342237061
78706,191241,0,1,0,0,0.04622,-10177,-175.0,-1598,1,0,1,0,0,13,0,0,0.6835890286557356,0.5298898341969072,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1659259259259259,0.0482654600301659
279208,423451,0,0,1,1,0.010556,-14780,-1594.0,-4375,1,0,1,0,0,19,0,0,0.7461344873464689,0.5108529061800121,0.0,0.0,-559.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.3989333333333333,0.0293823038397328
49596,157416,0,1,0,0,0.072508,-19803,-8424.0,-3326,1,0,1,0,0,15,0,0,0.626870848552444,0.501075160239048,0.0,0.0,-2593.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2689166666666667,0.034821736878453
161717,287481,0,0,0,1,0.006852,-8972,-3326.0,-1550,1,0,1,0,0,4,0,1,0.2685208738513721,0.3706496323299817,0.0,0.0,-464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.1628333333333333,0.0672198370761779
248356,387338,0,0,0,0,0.006852,-9757,-3955.0,-2432,1,0,1,0,0,12,0,0,0.0678365696072831,0.646329897706246,0.0,0.0,-1165.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.08772,0.114290181363352
291119,437254,0,0,1,1,0.032561,-16280,-4707.0,-4755,1,0,1,0,0,16,0,0,0.5730970245348485,0.3910549766342248,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.19075,0.0287664002412909
234547,371699,0,0,0,1,0.02461,-15274,-750.0,-831,1,1,1,1,1,12,0,0,0.7217218458530389,0.6397075677637197,0.0,0.0,-1553.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.23737,0.094948
123063,242704,0,1,0,0,0.035792,-18186,-3454.0,-1732,1,0,1,1,0,14,0,0,0.6788832090601019,0.6658549219640212,0.0,0.0,-1930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,0.19752,0.036125275255869
191321,321839,0,1,0,0,0.020713,-23937,-814.0,-4552,1,0,1,0,0,8,0,0,0.1339117154473423,0.5954562029091491,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.2453076923076923,0.0563427561837455
35168,140738,0,0,1,0,0.032561,-9922,-7460.0,-1044,1,0,1,0,0,19,0,0,0.6811528842305588,0.5334816299804352,0.0,0.0,-589.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1321571428571428,0.0331529529816513
27981,132529,0,0,1,0,0.0196889999999999,-12606,-190.0,-2612,1,0,1,0,0,15,0,0,0.4886928046821881,0.5108529061800121,0.0,0.0,-226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.18985,0.0558382352941176
148711,272422,0,0,0,1,0.016612,-15902,-40.0,-4565,1,0,1,0,0,17,0,0,0.519295903999633,0.5352762504724826,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1442117647058823,0.0791942319619598
135323,256957,0,1,1,0,0.026392,-19430,-7235.0,-2987,1,0,1,1,0,18,0,0,0.6919380549014572,0.6279908192952864,0.0,0.0,-137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.05
289363,435241,0,1,0,1,0.010556,-23738,-12527.0,-4439,1,0,1,1,0,10,0,0,0.2616115541645771,0.7136313997323308,0.0,0.0,-1187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68175,0.05454
2737,103193,0,0,0,0,0.006629,-14981,-6685.0,-3680,1,0,1,0,0,9,0,0,0.6437452120249714,0.5108529061800121,0.0,0.0,-449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1462,0.0924520665756058
109071,226503,0,0,0,0,0.020246,-17028,-514.0,-559,1,0,1,0,0,9,0,0,0.6963809006811679,0.0696400847467118,0.0,0.0,-536.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.16874,0.0776515848764864
23075,126853,0,1,1,0,0.00963,-17111,-3282.0,-658,1,0,1,0,1,12,0,0,0.5856516927868514,0.813917469762627,0.0,0.0,-166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2767341772151899,0.1051462100808003
237407,374995,0,1,0,0,0.04622,-14979,-614.0,-4954,1,0,1,0,0,13,0,0,0.7625693717655919,0.7407990879702335,0.0,0.0,-267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0916666666666666,0.05
289320,435190,0,0,0,0,0.028663,-8450,-204.0,-1100,1,0,1,0,0,10,0,0,0.563058452725402,0.1519345490496476,0.0,0.0,-910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0694242424242424,0.079
9136,110621,0,1,0,0,0.031329,-24757,-14327.0,-4019,1,0,1,1,0,7,0,0,0.7241615001512292,0.7091891096653581,0.0,0.0,-289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.1491714285714285,0.0979549718574108
44207,151214,0,1,1,1,0.0031219999999999,-12813,-5907.0,-2911,1,0,1,1,0,15,0,0,0.6555996274034385,0.3996756156233169,0.0,0.0,-786.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.16344,0.032482709277367
190363,320720,0,1,1,0,0.04622,-18604,-3259.0,-2126,1,0,1,1,0,14,0,0,0.6044657020340799,0.5108529061800121,0.0,0.0,-1633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.072675,0.0292354727759116
4516,105284,0,1,0,0,0.00496,-19652,-3169.0,-3200,1,1,1,1,0,15,0,1,0.7250734940089153,0.5108529061800121,0.0,0.0,-670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.8015833333333333,0.0534388888888888
121697,241094,1,1,0,1,0.006629,-19990,-1499.0,-1498,1,0,1,0,0,10,0,0,0.0095644031863663,0.5046813193144684,0.0,0.0,-498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.1831846153846154,0.1130984042553191
133168,254453,0,1,0,1,0.020713,-23112,-2398.0,-4880,1,0,1,0,0,8,0,0,0.0274079450888632,0.1841161559307151,0.0,0.0,-1873.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.317125,0.0423539232053422
160310,285837,0,0,0,0,0.030755,-13610,-2070.0,-4008,1,0,1,0,0,11,0,0,0.4926330414366482,0.4135967602644276,0.0,0.0,-684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.2166,0.0264792176039119
184620,313995,0,1,0,0,0.031329,-18638,-3256.0,-2166,1,1,1,1,0,17,0,1,0.6731792813994137,0.1951984060044098,0.0,0.0,-2412.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0,0.0722222222222222,0.05
15537,118132,0,0,0,0,0.010966,-15997,-6967.0,-4845,1,1,1,0,0,14,0,0,0.6213561265806405,0.5108529061800121,0.0,0.0,-2750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.0914666666666666,0.1212014134275618
109238,226695,0,1,0,0,0.026392,-13748,-6607.0,-4741,1,0,1,1,0,12,0,0,0.6394862450380776,0.7407990879702335,0.0,0.0,-1684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.1195111111111111,0.0356158940397351
69056,180094,0,1,1,0,0.026392,-14443,-2099.0,-2389,1,0,1,1,0,12,0,0,0.5563655135508091,0.4083588531230431,0.0,0.0,-1612.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.3034571428571428,0.042484
86340,200205,0,0,1,0,0.022625,-16731,-595.0,-230,1,0,1,0,0,15,0,0,0.6633925043414668,0.5108529061800121,0.0,0.0,-610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.35612,0.0397881658920271
86491,200378,0,1,0,0,0.00712,-19075,-1070.0,-2277,1,0,1,0,0,10,0,0,0.5945586885783444,0.5108529061800121,0.0,0.0,-356.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1082333333333333,0.0470320692951707
247414,386315,0,0,0,1,0.072508,-15207,-294.0,-4030,1,0,1,1,1,8,0,0,0.751901862704539,0.1704461230452281,0.0,0.0,-266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0608,0.04864
121078,240380,0,1,0,0,0.0145199999999999,-23489,-1338.0,-4000,1,0,1,0,0,13,0,0,0.4364342260897244,0.2793353208976285,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.1048428571428571,0.029356
158792,284094,0,1,0,0,0.0116569999999999,-21850,-8815.0,-4189,1,0,1,0,0,10,0,0,0.7335943002325517,0.5108529061800121,0.0,0.0,-547.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.31344,0.0673456233079798
56254,165191,0,1,1,0,0.006233,-19269,-1807.0,-2803,1,0,1,1,0,23,0,0,0.2148764424117836,0.41534714488434,0.0,0.0,-569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1568333333333333,0.046614927344782
94286,209481,0,1,0,0,0.035792,-14095,-7983.0,-4809,1,0,1,0,1,10,0,1,0.7365072533713894,0.4329616670974407,0.0,0.0,-307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,2.0,0.2040333333333333,0.051301177555211
152847,277150,0,1,0,0,0.031329,-20520,-3849.0,-4014,1,0,1,0,0,13,0,0,0.3164284203468212,0.4489622731076524,0.0,0.0,-1377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.08395,0.1050031269543464
274068,417688,0,0,0,0,0.008575,-16484,-5960.0,-32,1,0,1,0,0,16,0,0,0.6883795297730453,0.813917469762627,1.0,0.0,-1870.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0650666666666666,0.0473143300368431
289366,435244,0,1,0,0,0.02461,-23700,-10285.0,-4142,1,0,1,0,0,10,0,0,0.5427847926707321,0.5370699579791587,0.0,0.0,-120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.1701666666666666,0.0443003922385365
158229,283436,0,0,1,0,0.005313,-19502,-10191.0,-2959,1,0,1,0,0,11,0,0,0.6566209593226383,0.5108529061800121,0.0,0.0,-3237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.2808,0.0293141246476667
154560,279147,0,0,1,0,0.005084,-18665,-1562.0,-2224,1,0,1,0,0,11,0,0,0.5129719152138177,0.6075573001388961,0.0,0.0,-915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.16746,0.0397971405756872
216088,350383,0,1,0,0,0.010276,-17795,-4404.0,-1332,1,0,1,0,0,15,0,0,0.4977167370473149,0.6594055320683344,0.0,0.0,-268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.14644,0.0673572269649691
227974,364063,0,1,0,0,0.008068,-20677,-10130.0,-3992,1,1,1,0,0,10,0,0,0.0822714530054274,0.2837118826350007,0.0,0.0,-2498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.1048387096774193,0.05
219161,353893,0,0,0,0,0.030755,-15253,-4911.0,-4918,1,0,1,0,0,15,0,0,0.6748561182164982,0.6313545365850379,0.0,0.0,-1328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.15,0.05
100305,216446,0,1,1,0,0.00702,-17195,-1850.0,-713,1,0,1,0,0,10,0,0,0.4149145624930976,0.5954562029091491,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.3643666666666666,0.1051462100808003
139269,261490,0,1,0,0,0.0228,-20851,-915.0,-4218,1,0,1,0,0,15,0,0,0.4924526740131194,0.1124743496556148,0.0,0.0,-441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.15,0.05
301165,448908,0,0,1,1,0.04622,-13280,-7254.0,-4495,1,0,1,1,0,12,0,0,0.7456910264208079,0.25533177083329,0.0,0.0,-1617.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501428571428571,0.0510545454545454
253553,393400,0,1,0,0,0.018634,-22201,-7230.0,-4940,1,0,1,1,0,12,0,0,0.1482803602266008,0.2925880073368475,0.0,0.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1072692307692307,0.0321017495395948
273629,417155,0,1,0,1,0.030755,-23137,-8659.0,-3943,1,0,1,0,0,10,0,0,0.4006046404048297,0.5108529061800121,0.0,0.0,-282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.1797142857142857,0.0714464208637179
48171,155791,0,1,0,0,0.020713,-9077,-9046.0,-1764,1,0,1,0,0,8,0,0,0.1657744613402316,0.4650692149562261,0.0,0.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.13732,0.0490428571428571
280391,424866,0,1,0,0,0.026392,-17933,-4387.0,-1468,1,1,1,1,1,15,0,0,0.7344908061117028,0.5709165417729987,2.0,0.0,-1345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.07896,0.04935
59073,168475,0,1,0,1,0.030755,-22961,-499.0,-4348,1,0,1,0,0,15,0,0,0.6700154180488302,0.6642482627052363,1.0,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0649629629629629,0.0516489988221437
225540,361246,0,1,0,1,0.031329,-14671,-634.0,-4557,1,0,1,0,0,11,0,0,0.0738380331840903,0.5334816299804352,0.0,0.0,-1363.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.05
272046,415385,0,1,0,0,0.006629,-13595,-606.0,-4982,1,0,1,0,0,5,0,0,0.4421544198067632,0.6971469077844458,0.0,0.0,-1063.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.34944,0.0672108571384608
114936,233277,0,1,0,1,0.00702,-13766,-13744.0,-3212,1,1,1,0,0,12,0,1,0.5532382168921973,0.4276573700350293,0.0,0.0,-1747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.1268666666666666,0.0722036727879799
148874,272608,0,1,0,1,0.014464,-19696,-4912.0,-3227,1,0,1,0,0,9,0,0,0.6969031095415491,0.6144143775673561,0.0,0.0,-3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3030666666666666,0.0264640819653044
184670,314059,0,0,1,0,0.035792,-19045,-3619.0,-2605,1,0,1,1,0,17,0,0,0.7810925831633962,0.1841161559307151,0.0,0.0,-2974.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1257868020304568,0.0348396784289245
160476,286031,0,0,1,0,0.030755,-24769,-11899.0,-4132,1,0,1,0,0,15,0,0,0.3253007533986928,0.7407990879702335,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1596,0.099812382739212
267863,410367,0,0,1,1,0.009334,-9997,-6501.0,-2665,1,1,1,1,0,9,0,0,0.6759060650608597,0.1595195404777181,0.0,0.0,-2257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0,0.17026,0.0331610294604564
12449,114512,0,1,0,0,0.04622,-21533,-4658.0,-5010,1,0,1,0,0,11,0,0,0.7588595934485914,0.5814837058057234,0.0,0.0,-2556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.236775,0.042497532082922
182455,311474,0,1,0,1,0.072508,-22840,-4537.0,-20,1,0,1,1,0,11,0,0,0.2499657909829575,0.5108529061800121,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.079,0.0307692307692307
216332,350667,0,0,1,1,0.015221,-16580,-5236.0,-139,1,0,1,0,0,16,0,0,0.7620860005652004,0.5108529061800121,0.0,0.0,-2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2146,0.0372569444444444
2418,102823,0,0,1,0,0.002042,-11823,-364.0,-4484,1,0,1,0,1,11,0,0,0.5027899713307188,0.7062051096536562,0.0,0.0,-647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.11656,0.0511856666081152
125153,245141,0,1,1,0,0.020713,-14546,-4285.0,-4312,1,1,1,0,0,8,0,0,0.3571213020757564,0.5108529061800121,0.0,0.0,-4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.15,0.05
256316,396606,0,0,1,0,0.0116569999999999,-16426,-1822.0,-4676,1,0,1,0,1,13,0,0,0.6417215954560347,0.6801388218428291,0.0,0.0,-1093.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1019523809523809,0.0615937859608745
198704,330392,0,1,1,0,0.0084739999999999,-14575,-7144.0,-5090,1,0,1,0,0,13,0,0,0.3175125825003538,0.4543210601605785,0.0,0.0,-1329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.409,0.0729926440919954
60719,170416,0,1,0,0,0.006296,-16858,-2277.0,-392,1,0,1,0,0,11,0,0,0.4975636673815189,0.3876253444214701,0.0,0.0,-1013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,0.1452222222222222,0.0512854721245605
173518,301084,0,1,0,0,0.020713,-14419,-6511.0,-4649,1,1,1,1,0,7,0,0,0.5934248420458674,0.5108529061800121,0.0,0.0,-2079.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064024481939306,0.0070002105326475,0.0343619356973142,0.2673952600078197,0.2654741495984841,1.899974435321363,0.3186,0.0293465285248994
28660,133307,0,0,0,0,0.022625,-18115,-1876.0,-1668,1,0,1,0,0,14,0,0,0.65793619131192,0.5108529061800121,0.1434206662533851,0.100048941237887,-457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.15,0.05
